,strategy2,QQQ
2022-12-29,1.7886258289698251,1.7656714363456598
2022-12-30,1.7889200820140185,1.764611522967163
2023-01-03,1.7752064052053185,1.7526827509622491
2023-01-04,1.786776163009064,1.7610322516204644
2023-01-05,1.7469836613421013,1.7334648044164709
2023-01-06,1.795873284078063,1.7813109370224482
2023-01-09,1.834404663652101,1.7928422415104261
2023-01-10,1.8626412428333698,1.8080174109758405
2023-01-11,1.9105267934119312,1.8392962059599904
2023-01-12,1.935835524563764,1.849236608533087
2023-01-13,1.9613739851812768,1.8619603155718731
2023-01-17,1.9830593275001416,1.8657379079381857
2023-01-18,1.9570400399013925,1.841483309150276
2023-01-19,1.9407164015837322,1.8233919333080049
2023-01-20,2.0247803449388835,1.8732922671931014
2023-01-23,2.096139979442919,1.9149097577449927
2023-01-24,2.087680675598456,1.9109990570980868
2023-01-25,2.0806972012767715,1.9067579589981094
2023-01-26,2.154587205404117,1.943934998583274
2023-01-27,2.2260016114572796,1.9632856406707915
2023-01-30,2.144942069052103,1.9235904813339881
2023-01-31,2.1911174442627335,1.9524174011526558
2023-02-01,2.268710577133582,1.994166968138005
2023-02-02,2.4543105601168977,2.0657377428426433
2023-02-03,2.384654586274759,2.0290242089911446
2023-02-06,2.376244058811158,2.0118612892021943
2023-02-07,2.446799122673399,2.053544198862533
2023-02-08,2.3993871469909984,2.0170300178777834
2023-02-09,2.3747872299181436,1.9992034140107093
2023-02-10,2.3179268370581356,1.9860822394549866
2023-02-13,2.3592824597542466,2.0178914038672393
2023-02-14,2.4132891077758036,2.0328020077268842
2023-02-15,2.421844883881444,2.048375263817517
2023-02-16,2.3475987797884157,2.0099389579871056
2023-02-17,2.3299233432141646,1.9957574573140318
2023-02-21,2.265939867354864,1.9485081450917405
2023-02-22,2.2753087577263362,1.9499655259871733
2023-02-23,2.357012755985146,1.9669969884509477
2023-02-24,2.313325271361331,1.9340614597046153
2023-02-27,2.337955273061042,1.947911118338627
2023-02-28,2.3421696675691823,1.9453929985869882
2023-03-01,2.308114964764596,1.9297532915407727
2023-03-02,2.3187481155535945,1.9457240151483415
2023-03-03,2.3945451741725092,1.9859495439132473
2023-03-06,2.3821350724670673,1.9882022725814066
2023-03-07,2.356431156564116,1.9638153909906124
2023-03-08,2.3757100396526605,1.9736237171302515
2023-03-09,2.319090663786741,1.9394287157692451
2023-03-10,2.2859040149441903,1.9121924914960318
2023-03-13,2.3058991417500994,1.926373373060824
2023-03-14,2.406141723279738,1.9706416789060934
2023-03-15,2.4315801352637765,1.9809791362572717
2023-03-16,2.529249331937522,2.0331996816132474
2023-03-17,2.5068477571538463,2.023590089232077
2023-03-20,2.51040879567818,2.030771538931902
2023-03-21,2.5757262068773104,2.0597763491968824
2023-03-22,2.552547472496202,2.0317676841573693
2023-03-23,2.5962415335999474,2.0558604893142944
2023-03-24,2.587901180563752,2.0634270243654194
2023-03-27,2.561433855833476,2.04928989311921
2023-03-28,2.5401304702391725,2.038404937677465
2023-03-29,2.594587812815289,2.075572897007829
2023-03-30,2.623683385897071,2.0952188537457803
2023-03-31,2.6816066698956704,2.1300637124332833
2023-04-03,2.6685394392767834,2.124886728980603
2023-04-04,2.662818192230958,2.117719106032405
2023-04-05,2.612650243147981,2.0968116129855074
2023-04-06,2.649988387923896,2.1109487442317167
2023-04-10,2.6507129296788534,2.109754277986635
2023-04-11,2.621590679268611,2.096213967124112
2023-04-12,2.5843129371122573,2.0776966447839404
2023-04-13,2.6442733997598817,2.118382377371675
2023-04-14,2.6542262040144986,2.1144002729029308
2023-04-17,2.6525111668297243,2.1161919722705527
2023-04-18,2.6581373433354454,2.116324461442865
2023-04-19,2.6626264865402565,2.115329348064533
2023-04-20,2.6064249334130905,2.0992015773228068
2023-04-21,2.621277762404692,2.1013911569462196
2023-04-24,2.6102378712601397,2.0970109658522573
2023-04-25,2.545320843973761,2.057453042184594
2023-04-26,2.586499543167903,2.069930963235493
2023-04-27,2.7180083039105813,2.126214716245133
2023-04-28,2.726555458749373,2.1408826296582992
2023-05-01,2.7440382840110935,2.138426214365417
2023-05-02,2.714089481396249,2.1197761964835062
2023-05-03,2.6969574040755,2.1059044563207756
2023-05-04,2.681991690796094,2.0984708231808176
2023-05-05,2.7433854581124626,2.1430728283899945
2023-05-08,2.764500114013337,2.148382301014987
2023-05-09,2.744748790400017,2.1347763646745896
2023-05-10,2.785089799326814,2.1580065456254944
2023-05-11,2.808936264066931,2.16504167940138
2023-05-12,2.7845885111152167,2.1572757914835052
2023-05-15,2.8116595180825485,2.1689577456533957
2023-05-16,2.8383940762301254,2.171413335468569
2023-05-17,2.8993247092671233,2.1976963393571882
2023-05-18,2.976600453928876,2.2385147674866617
2023-05-19,2.959461794818929,2.2334708923145756
2023-05-22,2.9798711834217166,2.240970976410117
2023-05-23,2.9437779439871656,2.2125640183759594
2023-05-24,2.9431378387659652,2.2012143189839857
2023-05-25,3.161199190673097,2.2547758528784096
2023-05-26,3.258793207208819,2.312386767674871
2023-05-30,3.2863777368393188,2.3228734301219705
2023-05-31,3.2839004331795425,2.3096649612985094
2023-06-01,3.339241946441285,2.336347083659483
2023-06-02,3.373079925937054,2.3538690862518954
2023-06-05,3.3880355762023817,2.3555285028166333
2023-06-06,3.4029025664527826,2.3551295907137058
2023-06-07,3.3292340863192997,2.3151739931596786
2023-06-08,3.3815805871775018,2.343912793232899
2023-06-09,3.4070402202821004,2.3528731473958553
2023-06-12,3.4737221656087254,2.392629392083132
2023-06-13,3.50640853940406,2.4110150507287007
2023-06-14,3.515866830308404,2.4285370533211137
2023-06-15,3.5639718644339142,2.457474999891656
2023-06-16,3.5529151944866895,2.4420102941197714
2023-06-20,3.591687910458351,2.43851460239112
2023-06-21,3.519939223386305,2.4052831398860715
2023-06-22,3.5855154387864028,2.4336626507864016
2023-06-23,3.5567105597884376,2.4095370328905403
2023-06-26,3.4572580693832515,2.3772358837636585
2023-06-27,3.530522926428395,2.418110238007924
2023-06-28,3.5477095887108736,2.422829494070903
2023-06-29,3.530953801508542,2.4179773360967576
2023-06-30,3.5873420659709154,2.455263132370097
2023-07-03,3.6306301345729803,2.4610451909835547
2023-07-05,3.6630786925374133,2.460978946397399
2023-07-06,3.619661594002128,2.442236062273213
2023-07-07,3.610683934294802,2.434128013844912
2023-07-10,3.58892635467418,2.434925218942485
2023-07-11,3.615201989717762,2.4469551119667647
2023-07-12,3.6782909814222204,2.4778605846569697
2023-07-13,3.7563690231834315,2.519931056101735
2023-07-14,3.7572409964298634,2.5193992420876414
2023-07-17,3.7891351002720945,2.5429272141221078
2023-07-18,3.8058115916623514,2.563730077869376
2023-07-19,3.815884086812067,2.5631318128996994
2023-07-20,3.6524540840507838,2.5040468012841957
2023-07-21,3.6237898430010596,2.4965363987172906
2023-07-24,3.640083786061669,2.500524281529998
2023-07-25,3.651089111721036,2.517471545267443
2023-07-26,3.6700214237156095,2.5090972802779548
2023-07-27,3.679154504095016,2.5031162815366024
2023-07-28,3.7892288130559635,2.548709272735565
2023-07-31,3.7820563587837372,2.550038910955513
2023-08-01,3.7621974424171247,2.544123537692035
2023-08-02,3.6702796233906954,2.488295035638968
2023-08-03,3.6806290809584157,2.4843071528262604
2023-08-04,3.6986419322895374,2.4726761719049075
2023-08-07,3.7397654384621815,2.493612350302197
2023-08-08,3.704220271708289,2.472410368082574
2023-08-09,3.639450639676978,2.4452271807521715
2023-08-10,3.653739670981471,2.4497466712095455
